SNF2.1	SNF2.10	SNF2.11	SNF2.12	SNF2.13	SNF2.14	SNF2.15	SNF2.16	SNF2.17	SNF2.18	SNF2.19	SNF2.2	SNF2.20	SNF2.21	SNF2.22	SNF2.23	SNF2.24	SNF2.25	SNF2.26	SNF2.27	SNF2.28	SNF2.29	SNF2.3	SNF2.30	SNF2.31	SNF2.32	SNF2.33	SNF2.34	SNF2.35	SNF2.36	SNF2.37	SNF2.38	SNF2.39	SNF2.4	SNF2.40	SNF2.41	SNF2.42	SNF2.43	SNF2.44	SNF2.45	SNF2.46	SNF2.47	SNF2.48	SNF2.5	SNF2.6	SNF2.7	SNF2.8	SNF2.9	WT.1	WT.10	WT.11	WT.12	WT.13	WT.14	WT.15	WT.16	WT.17	WT.18	WT.19	WT.2	WT.20	WT.21	WT.22	WT.23	WT.24	WT.25	WT.26	WT.27	WT.28	WT.29	WT.3	WT.30	WT.31	WT.32	WT.33	WT.34	WT.35	WT.36	WT.37	WT.38	WT.39	WT.4	WT.40	WT.41	WT.42	WT.43	WT.44	WT.45	WT.46	WT.47	WT.48	WT.5	WT.6	WT.7	WT.8	WT.9
YAL030W	545	312	561	401	455	464	524	541	609	416	377	469	476	387	401	402	542	608	668	337	435	471	389	391	421	544	603	488	497	485	393	478	875	601	482	654	385	630	537	453	423	572	461	438	476	616	456	559	222	224	342	258	303	421	302	173	317	279	346	291	266	339	413	234	250	342	356	259	266	273	277	491	234	288	317	460	215	321	363	300	231	432	427	252	276	389	292	303	230	372	311	275	362	215	345	319
YAL031C	626	304	444	365	868	487	367	527	499	450	395	453	477	410	327	392	561	354	625	295	428	441	411	362	320	537	598	428	464	300	448	387	826	711	496	572	339	456	618	367	445	484	341	343	1055	760	410	506	183	252	189	238	330	388	226	149	350	313	288	295	204	549	561	246	265	524	315	274	512	279	250	405	263	199	298	178	243	165	331	219	221	362	450	340	252	232	200	341	213	360	317	267	544	284	291	251
YAL032C	479	340	438	369	466	465	406	471	412	403	377	389	471	393	306	305	630	457	540	310	348	374	367	326	400	465	627	412	328	431	425	373	755	561	417	576	322	497	468	334	375	454	330	319	782	636	430	400	213	243	251	273	252	309	207	173	236	278	314	287	215	419	369	232	251	352	319	298	315	303	183	305	250	218	311	274	207	245	337	239	216	304	362	319	225	190	254	419	177	382	258	266	474	246	321	255
YAL033W	215	114	184	153	126	161	133	145	161	161	122	151	151	130	96	106	211	127	194	100	126	161	119	122	119	158	203	144	140	134	114	123	231	189	144	165	87	155	151	112	125	172	116	95	102	211	127	170	94	132	119	145	141	149	107	95	109	120	116	140	89	113	214	129	136	177	144	146	198	148	117	132	133	103	190	197	83	182	171	97	106	151	170	147	109	93	102	161	78	202	127	160	216	119	162	115
YAL034C	441	191	387	306	725	426	285	407	368	404	263	387	432	323	259	311	380	387	521	261	323	367	369	308	313	400	530	339	425	307	385	307	690	520	403	492	297	387	412	288	381	377	261	275	1409	685	326	385	198	257	220	248	286	377	236	147	377	294	267	236	198	721	499	252	223	472	289	317	389	216	217	385	251	205	205	185	236	160	371	218	196	411	475	313	252	236	260	369	203	336	302	215	444	213	329	257
YAL034W-A	134	90	110	99	166	135	84	127	137	101	91	113	122	104	83	99	156	95	146	54	99	133	95	102	85	120	156	120	98	89	118	95	215	151	95	136	86	114	119	103	105	131	77	99	347	171	89	125	58	80	60	67	85	73	69	42	62	71	73	67	43	116	128	50	77	131	69	90	131	72	68	91	89	53	78	91	62	86	66	58	56	76	99	98	77	44	51	101	29	91	52	80	129	66	75	70
YAL035W	2353	2588	2794	1963	1637	2702	1771	2347	2338	2163	1651	2104	2469	2819	1552	2157	3748	1807	2237	1958	1771	1662	2263	2083	1734	2157	3357	2687	1454	2277	2161	2278	4246	2816	2238	2240	1737	2235	1984	1941	2385	2090	1826	1527	1699	3187	1887	2813	1466	2519	1558	2518	2772	2096	2126	1567	1738	2237	2120	2159	1412	1523	3077	2507	2553	2457	2802	3209	2449	2361	1552	2733	2910	1517	2804	2080	2207	2061	2785	1582	2401	2301	3054	3539	2216	1282	1990	3833	1270	4085	1820	2592	5034	2728	2743	2228
YAL036C	224	329	298	213	191	269	182	233	300	283	142	261	256	328	161	235	455	178	193	209	188	153	246	232	189	229	352	263	146	297	264	256	415	296	197	219	208	228	214	222	304	253	211	147	182	331	225	311	179	364	186	349	412	216	200	226	156	295	242	306	165	255	458	389	357	332	257	463	308	354	190	327	467	145	430	210	271	251	369	190	290	271	411	450	273	149	262	611	181	529	227	366	653	383	387	317
YAL037C-A	57	32	10	53	16	27	0	3	12	26	6	6	5	149	17	68	27	2	11	6	4	34	21	27	4	53	60	68	11	2	78	14	39	67	29	3	7	10	17	10	56	45	43	4	1	69	6	65	0	81	1	10	78	55	9	2	21	51	4	36	9	184	39	49	25	48	11	31	21	12	32	181	43	6	3	12	123	12	4	1	2	20	88	88	61	41	3	5	49	34	6	50	213	22	5	9
YAL037W	45	39	45	40	54	57	51	58	56	35	43	45	40	45	31	34	78	40	48	33	32	46	45	53	37	40	55	39	35	34	50	44	94	54	37	46	44	46	53	35	45	58	40	39	68	56	38	51	9	34	11	16	43	15	17	18	25	23	23	32	18	22	61	27	32	39	22	30	38	27	13	35	31	10	31	33	31	35	15	8	13	18	34	40	15	29	19	40	6	24	33	30	63	31	15	32
YAL038W	35836	37458	43218	28312	29802	38559	37762	33650	38023	33961	26383	37058	40039	41133	23520	28182	64017	35057	34844	28690	29384	25858	40603	29684	31650	31979	47339	36789	25090	41831	30724	37935	64386	41806	34550	37731	31249	34689	30186	29430	35337	27783	24137	25300	32603	49200	33294	42219	42354	46847	42629	54914	54160	48142	50685	35434	41738	46830	55192	38584	38295	44318	58824	46607	43000	58972	60357	60126	50140	46499	32711	71766	56223	39258	56118	42789	41450	39423	96458	46381	55111	59742	76202	64796	47652	34462	61728	79256	30803	76983	47487	42621	88559	64293	71216	52168
YAL039C	1422	903	1111	893	965	1251	1377	1242	1389	1158	1098	1207	1254	1069	966	783	1635	1609	1582	942	1151	973	1074	946	1502	1379	1558	1034	879	1421	1115	985	2107	1373	1111	1791	1014	1453	1205	1016	1039	1238	1011	964	1167	1715	1313	1031	791	859	1005	735	993	1187	778	684	860	787	1220	747	827	687	891	686	727	882	992	1014	813	901	728	1267	918	677	1013	1203	553	932	1546	1056	778	1160	1294	872	716	682	1092	1264	603	1275	920	761	1388	929	1261	1207
YAL040C	489	305	502	320	1119	513	300	574	472	429	356	410	375	481	408	427	622	332	420	467	458	397	424	356	352	530	658	421	564	375	451	445	840	524	416	434	360	466	485	409	591	434	370	357	2162	673	323	521	170	475	227	380	471	266	252	230	403	440	309	477	169	967	1024	437	485	1266	324	594	1015	470	254	434	448	160	461	135	424	257	424	177	303	392	397	581	334	239	251	637	173	656	365	379	932	389	330	317
YAL041W	486	300	455	330	714	460	347	434	445	369	350	383	392	390	300	354	579	379	448	319	306	359	383	343	318	428	541	422	364	376	370	376	786	548	390	413	320	446	418	370	436	409	318	316	1614	657	315	478	198	328	204	382	411	346	288	187	322	324	329	330	201	724	665	331	349	652	341	416	577	328	195	409	376	207	340	203	331	272	314	215	290	383	443	446	290	249	281	460	208	529	301	344	665	394	350	291
YAL042W	3446	2644	3136	2412	1391	3030	3303	2801	3553	2908	2624	3114	3338	3188	2357	2089	4629	3904	3387	2266	2717	2278	2890	2322	3422	3341	3668	2623	1752	3593	2537	2514	5334	3343	2561	4013	2423	3217	2592	2518	2757	2741	2374	2350	1388	4104	3366	2791	1941	2188	2311	1952	2341	2555	2000	1772	1671	2036	2893	1931	1901	1023	2021	2016	1825	1649	2533	2625	1655	2180	1569	3081	2605	1667	2575	1881	1626	1890	3396	2311	1967	2761	3324	2399	1855	1553	2873	3495	1618	3357	2090	2128	3612	2472	3277	3176
YAL043C	681	457	586	403	745	606	575	641	642	550	464	546	580	571	448	377	744	695	650	424	503	472	520	415	589	588	657	509	463	571	457	471	933	628	482	676	448	605	546	495	570	526	444	429	995	746	541	574	305	436	364	418	463	417	351	296	372	389	491	380	304	717	716	379	445	669	413	497	613	435	267	479	465	253	542	277	309	307	621	352	383	519	516	486	294	286	419	663	255	621	377	390	746	449	492	454
YAL044C	473	403	509	367	286	438	642	433	590	401	362	493	500	451	358	322	710	563	522	338	431	413	493	347	440	524	491	447	329	556	380	444	718	550	418	566	423	539	386	405	405	419	386	441	209	572	452	447	776	556	692	630	655	965	861	414	689	659	1128	521	805	535	663	557	538	497	803	674	547	621	512	1344	620	797	675	1189	347	754	1050	973	637	1097	1135	636	544	708	1055	962	464	904	804	588	925	640	930	714
YAL044W-A	324	202	335	206	401	262	300	345	357	249	224	277	290	255	230	203	390	308	335	203	273	282	255	250	246	309	315	351	271	325	224	306	459	327	266	351	203	326	297	280	266	296	268	239	364	349	306	341	101	126	148	190	177	199	176	103	176	169	194	148	173	316	281	138	155	273	173	186	272	165	135	201	134	176	203	235	103	193	271	188	172	257	219	163	148	162	136	217	118	201	181	183	255	160	180	173
YAL046C	215	163	193	132	72	206	222	184	184	149	158	219	214	143	148	106	252	253	202	130	188	157	154	156	214	185	183	188	86	191	135	160	309	190	174	248	143	236	190	173	167	171	147	160	62	267	222	190	114	117	119	131	107	157	126	91	111	113	189	122	134	41	95	129	127	67	157	158	60	136	94	189	110	123	186	182	74	138	206	178	118	161	206	151	121	115	163	152	96	183	151	140	193	116	182	127
YAL047C	154	109	125	114	180	154	70	146	129	143	108	120	119	123	98	149	182	95	157	98	125	140	118	103	89	145	194	149	127	71	155	117	227	170	128	159	105	134	148	115	127	166	109	83	162	207	117	144	63	94	85	71	101	115	91	56	97	96	89	102	60	136	199	86	87	139	108	113	129	103	72	138	120	79	94	79	89	78	73	64	77	128	157	104	96	93	65	119	66	138	82	95	182	93	70	99
YAL048C	98	77	94	59	126	117	63	91	107	107	83	92	107	100	61	82	122	46	81	63	73	76	102	78	53	93	115	77	74	56	77	77	147	110	77	84	70	66	101	63	94	87	52	54	120	154	75	109	63	92	64	82	108	118	86	31	97	85	91	68	64	131	135	81	87	135	112	104	126	73	60	116	104	47	108	27	85	21	91	68	91	105	122	97	87	61	88	129	59	107	80	80	164	99	114	91
YAL049C	604	411	542	424	430	580	448	496	601	464	419	477	504	490	387	416	791	525	568	387	435	481	496	405	426	615	607	517	445	520	450	528	850	613	452	589	414	563	535	506	528	544	446	453	350	722	456	570	236	322	269	275	323	404	334	215	347	257	364	304	281	273	450	283	321	332	341	337	356	312	245	454	312	270	342	339	242	321	369	280	268	387	468	334	292	303	293	382	213	446	332	264	531	281	360	326
YAL051W	384	254	277	274	446	386	216	348	334	330	229	299	292	316	247	299	496	258	368	251	280	294	300	252	218	329	464	266	252	231	331	232	554	354	281	358	251	283	354	263	323	328	278	221	588	486	272	299	151	281	151	209	273	283	180	143	234	275	221	247	161	407	395	238	244	380	267	319	365	237	173	323	261	135	259	145	209	172	168	121	150	287	295	274	219	215	166	302	147	358	231	241	519	193	219	190
YAL053W	3459	2074	2770	1962	3240	2899	2294	2968	2864	2690	2190	2457	2745	2833	2040	2184	3540	2655	3032	2022	2303	2361	2514	2113	2249	2978	3501	2530	2301	2349	2500	2434	4795	3483	2617	3023	1974	2725	2998	2247	2520	2723	2122	1901	4710	4139	2415	2809	1193	1313	1290	1307	1631	2044	1402	837	1852	1539	1964	1293	1253	2028	1916	1189	1195	1591	1824	1627	1565	1196	1184	2241	1493	1325	1350	615	1195	650	1939	1458	1276	2320	2458	1600	1369	1382	1674	1839	1135	1927	1827	1148	2433	1715	1788	1631
YAL054C	403	172	266	263	290	318	247	293	296	334	254	269	341	256	158	185	313	336	385	134	206	231	198	215	300	268	337	261	200	212	253	204	447	377	269	429	148	243	318	209	192	316	178	211	295	425	337	246	96	124	120	139	134	197	124	96	142	122	182	129	135	124	170	107	106	169	145	129	129	123	133	166	132	116	174	167	113	105	200	110	103	184	183	144	122	141	126	176	93	191	144	139	234	135	171	152
YAL055W	345	202	325	242	286	272	321	281	336	262	225	289	321	260	196	189	314	434	341	171	262	225	243	192	344	296	373	297	223	306	216	250	496	329	280	439	247	315	257	242	225	300	211	223	408	396	297	275	142	142	205	147	144	241	156	87	163	153	233	131	157	218	198	147	127	247	207	171	243	164	141	289	155	182	213	218	110	163	223	227	153	231	259	160	133	156	212	213	109	229	187	162	258	142	265	208
YAL056W	968	711	791	658	926	1034	730	963	866	872	719	756	892	866	630	682	1184	888	987	637	726	740	744	714	725	846	1279	860	704	756	798	741	1528	1045	800	1017	671	858	867	697	773	929	679	659	918	1357	785	818	350	665	395	515	627	635	427	350	495	532	588	578	332	510	833	545	543	722	553	688	732	540	411	776	635	386	594	400	478	440	517	395	466	632	764	645	442	390	492	827	355	835	456	536	1096	537	603	593
YAL058W	211	219	232	177	222	238	235	226	254	189	189	247	198	248	177	187	359	162	236	195	191	212	211	152	166	267	290	178	205	258	237	217	410	284	198	238	170	237	185	165	255	239	217	181	286	324	195	207	146	201	114	161	194	219	162	109	198	181	196	161	132	235	284	164	162	250	212	214	267	162	137	261	236	130	187	171	161	153	215	122	155	227	220	186	155	145	181	238	117	301	170	177	354	193	216	180
YAL059W	104	141	105	116	118	149	37	122	108	132	66	78	94	126	72	104	196	44	97	94	74	90	78	95	56	119	217	125	87	71	121	63	151	114	107	82	71	99	138	89	120	140	87	71	209	188	65	135	62	195	49	143	251	114	83	127	113	157	105	238	75	200	307	206	291	292	116	272	261	191	131	142	227	63	229	190	176	234	84	40	134	140	172	263	141	86	41	237	76	267	105	244	459	161	91	147
YAL060W	978	651	800	679	291	873	836	716	935	790	637	868	890	734	491	577	1243	968	1035	490	735	756	790	561	705	821	837	647	439	779	600	690	1290	1054	686	1050	608	788	788	646	649	762	525	668	334	1279	813	742	686	662	889	606	702	1204	836	432	749	730	1017	608	804	373	553	630	538	379	1023	670	405	599	691	1376	622	805	685	1028	501	630	1164	919	623	1216	1464	635	760	819	973	861	646	940	852	577	996	671	1146	816
YAL061W	403	244	322	274	316	299	352	334	401	303	298	400	385	281	220	184	400	416	388	184	277	293	297	240	309	334	343	292	241	324	247	282	521	376	282	437	253	362	309	251	247	287	238	309	564	476	313	263	1142	964	1099	924	1130	1528	1209	645	1117	989	1520	891	1057	1226	1212	788	678	1039	1170	1064	1035	897	766	1761	976	1020	1028	1033	760	897	1724	1498	1014	1615	1796	994	838	1086	1572	1379	728	1411	1281	850	1469	985	1570	1306
YAL062W	389	250	331	293	298	366	330	325	357	298	247	385	409	286	199	205	471	342	449	253	317	287	301	253	344	349	413	295	222	367	246	257	553	362	316	481	255	334	341	228	299	319	259	244	491	476	311	336	202	209	218	197	199	258	199	163	209	187	272	199	188	189	298	176	190	272	255	237	232	209	168	274	208	167	234	176	152	153	350	231	162	280	353	207	187	170	238	295	131	306	210	173	362	221	351	247
YAL063C	269	141	278	180	202	247	243	232	240	201	197	242	288	191	150	139	271	299	283	133	187	216	230	166	252	224	290	200	143	259	213	237	401	252	176	297	166	254	211	172	176	225	151	178	207	337	262	232	139	161	168	195	178	171	167	114	135	144	193	139	158	158	210	159	160	200	219	165	227	156	126	221	187	123	191	152	156	111	309	162	165	187	280	187	129	108	216	252	121	253	151	143	316	208	249	190
YAL063C-A	13	2	2	1	12	5	3	6	6	3	3	4	1	5	3	2	5	1	3	3	3	9	2	3	3	4	10	1	10	3	4	1	7	7	1	4	2	7	10	8	5	14	4	3	8	4	1	1	1	1	1	0	4	2	1	0	1	2	2	2	0	4	10	3	3	3	0	1	4	0	5	7	3	2	1	4	1	1	0	1	0	3	5	4	0	1	1	3	0	2	1	4	4	0	1	1
YAL064C-A	34	14	28	23	14	33	28	23	30	26	25	30	40	27	19	21	21	41	37	18	28	15	24	17	39	26	34	18	21	26	20	20	42	35	22	30	24	26	27	19	13	17	14	29	29	29	34	19	20	24	23	26	25	19	26	21	20	16	29	24	18	11	24	16	19	21	26	28	19	22	17	26	34	19	30	14	13	12	57	14	13	20	42	25	21	11	34	44	14	30	11	16	33	24	30	28
YAL064W	11	5	4	6	8	5	6	5	6	5	6	10	6	5	3	5	7	3	8	3	7	4	3	3	4	4	13	4	10	7	6	5	5	11	3	5	2	11	11	4	4	11	5	7	7	7	6	5	0	1	0	0	3	4	0	1	5	3	0	2	0	1	7	3	2	10	1	1	4	2	4	2	2	2	0	5	2	1	0	2	1	5	1	4	0	0	1	3	3	5	3	2	5	1	1	1
YAL064W-B	18	9	14	9	12	15	13	19	12	11	12	17	12	14	10	12	18	25	16	8	11	9	13	7	9	9	10	14	13	10	15	11	30	25	10	14	16	11	16	11	10	9	3	9	29	26	13	12	10	10	23	22	12	11	13	9	5	5	16	10	3	11	18	14	9	10	21	13	19	14	8	26	10	5	21	5	8	3	33	19	17	12	24	15	9	8	23	24	12	10	8	16	26	17	14	14
YAL065C	25	11	21	12	15	26	25	25	21	18	26	26	18	22	12	10	27	23	24	9	13	22	19	15	19	12	24	26	18	11	15	16	33	21	14	33	16	24	22	16	17	21	17	12	13	25	20	20	8	14	18	17	10	15	15	10	14	9	11	14	12	3	12	10	12	14	17	12	13	15	6	9	17	13	9	10	19	13	22	12	8	14	18	14	12	6	18	22	9	21	13	11	19	23	16	13
YAL067C	60	18	33	26	31	49	31	39	35	32	29	25	35	41	26	39	36	15	40	19	30	43	22	32	18	34	47	43	26	20	38	23	48	53	26	35	19	29	49	28	32	38	24	24	23	71	28	39	11	15	5	6	16	23	11	6	14	6	10	13	10	11	17	10	11	10	11	6	9	14	15	42	5	7	10	9	6	6	3	12	7	20	16	6	9	18	6	20	13	10	15	18	22	10	14	14
YAL067W-A	2	1	1	0	2	2	1	0	1	0	0	0	1	3	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	2	0	0	4	0	2	1	1	0	0	1	0	0	1	0	0	0	1	2	0	2	0	0	1	1	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0
YAL068C	9	8	4	11	5	14	8	7	18	7	8	10	11	12	11	5	15	3	11	9	17	8	8	5	12	15	11	4	8	11	6	12	16	10	8	9	2	10	6	6	5	9	10	4	11	13	15	8	6	6	7	4	8	9	5	9	6	8	9	8	6	7	12	8	9	5	8	4	8	10	4	7	10	4	6	16	3	17	16	10	5	15	6	3	7	10	7	6	4	15	12	12	14	6	16	11
YAR002C-A	1187	1105	1168	901	1198	1042	812	1152	1144	902	770	1022	941	1122	822	847	1815	731	1111	723	836	980	996	923	734	1146	1458	1126	1091	930	926	875	1710	1347	1016	1006	733	1111	1180	1004	1036	1021	922	835	1423	1309	852	1278	388	650	492	690	794	827	670	439	804	640	675	689	520	868	1307	614	732	970	720	739	1008	735	620	931	637	543	771	1106	526	857	700	516	535	946	973	927	626	606	526	809	447	991	668	663	1262	700	690	568
YAR002W	447	393	473	348	625	494	286	502	464	415	352	406	417	459	343	403	631	323	467	366	375	393	423	390	333	473	636	442	435	384	462	399	878	576	479	432	314	487	474	407	525	493	452	318	934	612	355	558	209	466	208	380	554	439	309	269	382	373	355	455	255	698	921	485	483	755	403	529	640	471	321	480	508	222	460	307	377	318	339	239	355	422	439	545	368	273	239	589	231	682	309	452	907	449	353	404
YAR003W	394	255	381	274	195	350	316	378	387	280	280	290	322	361	217	296	456	321	401	252	283	294	288	275	257	335	447	391	229	260	270	308	532	392	282	348	232	323	351	264	317	344	228	239	176	433	304	413	153	235	190	271	239	255	186	149	199	221	237	246	168	105	283	243	246	203	266	271	231	225	193	337	208	128	276	176	189	147	228	179	195	244	305	239	200	200	180	326	146	308	211	269	439	251	237	197
YAR007C	703	413	542	456	464	591	395	535	585	543	505	522	473	564	352	426	824	415	607	376	387	454	496	476	405	633	718	597	394	421	493	415	913	657	552	505	440	552	590	449	519	562	433	433	430	844	432	586	239	261	205	219	311	367	304	159	312	292	353	243	221	332	449	262	281	306	334	323	308	302	280	456	267	223	268	248	208	204	298	218	242	397	473	297	290	286	233	319	200	415	313	268	483	273	302	244
YAR008W	227	161	169	156	256	218	134	188	183	152	153	143	182	209	122	166	256	162	204	135	139	153	174	128	166	209	266	207	162	150	201	121	300	243	168	224	157	178	187	167	177	230	169	149	628	261	159	175	56	83	48	80	93	115	57	69	87	98	97	111	54	150	163	101	99	185	72	118	155	108	87	138	100	51	88	101	77	104	74	85	80	121	133	124	82	77	85	141	42	136	77	100	206	104	97	81
YAR009C	359	202	358	238	404	361	259	363	303	336	241	286	294	355	235	283	389	218	315	264	269	273	250	281	219	344	448	323	266	208	276	275	509	410	283	325	251	299	280	266	305	304	223	204	474	479	261	377	802	1280	870	1305	1391	1311	1190	723	1030	1336	1104	1145	800	1918	1960	1288	1183	1798	1576	1580	1827	1109	829	1787	1287	822	1266	676	1129	631	1286	791	1170	1404	1886	1738	1311	847	993	1658	865	1905	1123	1187	2602	1320	1328	994
YAR010C	389	393	376	283	317	356	369	358	415	362	238	386	362	383	293	274	572	357	426	251	344	308	375	254	330	362	462	333	246	396	313	311	552	374	345	422	286	412	380	302	314	354	302	289	499	531	303	368	244	309	258	331	302	389	335	197	392	335	339	321	267	752	578	276	274	665	464	377	526	275	213	431	359	269	339	292	310	213	483	227	303	413	562	352	288	231	336	458	191	548	333	265	612	386	421	294
YAR014C	612	543	612	487	645	661	497	637	565	624	461	575	552	612	424	529	869	499	626	426	478	541	553	481	459	648	779	593	460	485	618	463	977	715	540	593	450	581	585	465	596	551	450	455	990	942	523	616	351	555	312	460	591	477	391	312	410	469	456	481	319	565	727	519	474	785	510	606	679	481	304	672	603	308	582	313	497	354	491	350	428	489	638	630	400	326	434	787	283	748	372	500	967	556	545	520
YAR015W	722	623	821	483	478	623	912	664	871	533	595	762	641	707	605	627	1141	623	700	533	679	685	723	460	530	878	822	660	617	792	505	707	1049	728	571	667	681	923	576	779	711	655	675	707	469	754	606	780	1357	839	1052	978	1046	2233	1596	724	1642	1052	2264	938	1660	1258	1338	780	1138	934	1278	1028	1131	1078	874	2975	1023	1718	1117	1585	803	952	1102	1918	1164	2285	1918	991	846	1819	1705	1491	792	1400	1710	1070	1716	1240	993	1324
YAR018C	286	139	212	207	388	259	183	253	252	235	193	220	246	185	168	218	299	178	299	153	187	237	195	182	173	279	347	243	206	186	266	176	419	326	231	273	182	218	245	200	198	242	205	198	350	371	184	236	104	164	122	119	204	234	137	87	176	157	162	168	118	245	297	148	181	239	192	182	218	161	127	247	175	121	171	196	147	166	142	134	121	218	239	178	154	153	110	198	105	202	153	153	291	132	160	150
YAR019C	274	167	218	155	386	256	152	226	225	244	181	214	219	212	153	183	292	149	252	156	173	206	189	178	168	243	290	165	215	139	233	154	360	269	218	248	158	205	285	177	251	248	173	161	412	383	167	217	98	166	108	117	198	198	108	92	192	160	118	179	82	311	315	132	145	274	161	207	271	139	137	189	157	80	147	57	148	100	139	86	104	193	206	160	149	113	114	185	83	212	152	144	271	159	158	144
YAR020C	32	14	27	25	82	31	19	29	34	21	24	26	26	18	21	19	43	41	54	21	36	24	41	26	29	31	40	26	26	26	28	21	66	28	38	32	19	39	41	32	24	26	29	19	185	52	27	40	14	24	13	14	16	23	13	12	23	22	15	12	12	81	38	19	19	54	20	19	31	13	20	27	21	16	24	33	12	12	16	14	18	23	20	29	19	19	11	23	10	27	24	19	36	20	16	16
YAR023C	50	46	57	42	45	50	41	40	60	53	36	52	62	47	45	66	85	34	59	24	39	55	64	29	28	66	58	37	42	44	39	40	91	62	52	62	51	69	79	45	53	66	54	56	23	78	32	50	36	46	27	26	29	51	48	20	33	43	53	40	26	28	59	36	30	28	39	52	37	38	46	47	39	25	42	46	38	40	50	31	26	73	61	42	46	45	30	48	31	49	55	40	57	37	41	54
YAR027W	595	447	590	391	453	468	453	450	731	412	382	571	371	545	484	545	812	308	550	391	497	605	505	364	284	693	564	485	432	483	415	508	723	665	411	457	402	610	558	527	600	467	538	411	551	684	449	662	280	366	241	315	432	716	451	207	510	370	552	363	372	490	539	348	328	351	380	392	352	293	332	840	348	447	340	457	288	336	299	367	325	746	722	387	335	631	315	359	300	482	552	319	648	456	333	423
YAR028W	266	182	243	182	168	232	211	200	284	195	193	271	239	226	222	190	352	177	249	170	222	211	212	179	179	239	266	177	169	212	192	215	339	283	189	257	180	248	212	201	211	188	210	160	148	269	217	285	111	154	124	173	176	232	173	97	177	148	221	157	138	90	187	149	156	147	166	220	140	180	107	303	171	164	175	134	135	136	150	168	177	276	282	200	132	175	177	211	95	245	203	153	294	227	147	211
YAR029W	27	29	25	16	36	31	16	12	21	15	9	18	13	31	21	18	36	11	21	25	27	22	23	19	9	31	29	25	18	14	18	23	39	32	22	18	16	28	32	28	31	24	23	14	31	27	8	20	12	33	5	27	30	17	10	14	23	16	13	22	13	13	48	33	18	53	10	33	41	29	17	22	28	9	27	26	13	29	10	9	12	21	17	34	7	11	6	27	7	25	11	27	53	19	11	13
YAR031W	160	113	131	131	189	175	110	148	158	158	98	160	110	159	130	121	232	122	170	117	143	141	154	114	90	162	177	138	143	125	145	127	237	171	110	142	118	180	172	125	160	167	136	109	219	221	112	164	81	87	72	119	127	193	100	56	138	121	125	110	80	153	197	111	93	160	111	124	175	84	109	195	112	101	100	124	87	116	109	96	73	165	171	127	78	126	90	133	73	151	128	97	192	130	118	111
YAR033W	165	93	172	114	132	161	130	155	196	142	118	127	136	136	115	120	166	120	169	98	124	138	129	115	116	160	186	134	133	140	132	131	229	163	152	155	106	156	158	108	131	168	126	117	172	212	152	163	78	125	109	113	96	140	91	59	114	99	138	126	77	115	167	109	98	137	105	112	139	125	123	120	103	94	133	108	82	115	127	99	109	167	185	129	96	105	104	137	75	159	114	95	201	105	135	116
YAR035C-A	12	0	6	6	3	5	1	6	3	0	3	6	4	5	2	7	0	2	8	1	2	8	0	6	6	3	6	3	4	2	8	2	7	3	5	5	5	6	6	8	5	7	4	7	3	8	7	5	1	1	2	1	1	4	0	0	1	2	0	0	0	1	1	0	1	3	2	4	3	1	1	1	1	2	1	3	5	2	2	0	1	1	2	4	2	0	1	1	0	1	2	2	3	1	1	0
YAR035W	286	211	230	203	127	273	252	254	227	257	194	225	292	210	155	112	344	312	306	198	216	175	245	173	305	258	258	218	134	271	215	183	443	295	224	426	178	256	223	193	218	236	159	167	71	341	289	201	100	101	104	77	78	105	96	67	96	82	107	55	73	39	96	74	69	54	108	81	55	94	69	90	80	82	77	84	59	55	250	118	68	115	157	87	97	56	136	137	62	138	106	73	130	84	208	104
YAR042W	896	884	917	623	1226	969	670	819	857	930	543	972	895	1113	736	921	1414	546	877	741	808	842	994	678	548	994	990	646	845	747	832	862	1502	1130	805	898	781	900	869	754	1073	775	697	653	2090	1388	620	1079	522	702	421	579	732	847	579	373	718	703	705	565	442	1271	1037	575	560	1035	716	716	971	566	461	1070	740	409	571	264	595	231	815	485	515	698	1047	747	613	479	587	885	439	884	620	517	1137	650	828	647
YAR050W	208	112	214	148	147	197	216	183	202	195	141	185	246	188	92	149	216	230	211	120	147	147	177	147	236	164	243	156	116	201	151	163	317	205	148	252	164	182	190	117	134	176	111	138	233	268	192	196	132	144	177	181	185	157	156	115	133	142	159	122	113	162	214	161	153	207	217	134	187	146	89	176	175	130	194	87	152	74	328	132	183	149	194	164	127	87	209	265	83	233	127	142	316	190	233	155
YAR061W	3	2	5	1	5	6	3	1	5	4	4	3	4	6	1	5	8	2	3	2	4	3	3	2	2	6	8	2	2	4	3	2	4	6	2	3	2	2	5	3	1	2	3	2	10	3	5	4	4	2	4	3	1	2	5	3	2	4	7	3	2	3	6	3	4	5	4	2	2	3	2	6	8	0	5	0	2	0	6	3	1	5	3	1	1	1	1	5	3	6	3	4	8	2	2	3
